annotation,act,agent,criterion,type
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek2/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek2/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek2/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_3,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_4,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_3,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_4,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_4,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_5,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_4,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_5,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_1,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_2,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek1/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_2,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_3,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_3,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_4,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_3,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_4,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek7/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek7/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek3/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek8/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek8/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek2/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek9/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek4/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/expert-image-alignment,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek9/anno_0,https://w3id.org/interim/ek-raimondi-kb/act/ek4/anno_1,file:///C:/Users/Maria%20Francesca/Desktop/trascrizioni_tk_backup/ek_tag/,https://w3id.org/interim/ek-raimondi-kb/criterion/textual-analysis,https://w3id.org/interim/ek-raimondi-kb/type/semantic-matching
